@relation 'final_property_listings_WEKA-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 6 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-I1,5-6,8'

@attribute Location {klcc,'damansara heights',dutamas,'bukit jalil','taman tun dr ismail','sri petaling','bukit tunku (kenny hills)','mont kiara','desa parkcity','bangsar south','ampang hilir',kepong,'jalan klang lama (old klang road)','sungai besi','kl city','kl sentral','taman melawati',setapak,'city centre','country heights damansara','taman desa',sentul,bangsar,segambut,'wangsa maju','batu caves',ampang,'sri hartamas',cheras,setiawangsa,oug,'bukit bintang','jalan sultan ismail','jalan kuching','bandar menjalara',seputeh,'sunway spk','kl eco city',pantai,'kuchai lama','jalan ipoh',brickfields,'desa pandan','desa petaling','pandan perdana','bandar damai perdana',keramat,'salak selatan',titiwangsa}
@attribute Price numeric
@attribute 'Rooms Num' numeric
@attribute Bathrooms numeric
@attribute 'Main Property Type' {'Serviced Residence',Bungalow,Condominium,'Semi-detached House','Terrace/Link House',Apartment,Townhouse,Flat,'Residential Land','Cluster House'}
@attribute 'Size Type' {Built-up,'Land area'}
@attribute 'Size Num' numeric
@attribute Furnishing {'Fully Furnished','Partly Furnished',Unfurnished,Unknown}
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
'mont kiara',2300950,4,4,Condominium,Built-up,2707,'Partly Furnished',cluster5
seputeh,2200000,5,4,Condominium,Built-up,2900,'Fully Furnished',cluster5
'bukit tunku (kenny hills)',2300000,4,5,Condominium,Built-up,2271,'Partly Furnished',cluster5
bangsar,9246600,5,6,Condominium,Built-up,5137,'Partly Furnished',cluster6
bangsar,12443400,6,7,Condominium,Built-up,6913,'Partly Furnished',cluster3
pantai,1300000,3,2,Condominium,Built-up,1800,Unknown,cluster2
'damansara heights',9800000,6,5,Bungalow,'Land area',7500,'Partly Furnished',cluster3
'desa pandan',1079000,3,2,'Serviced Residence',Built-up,1410,'Partly Furnished',cluster2
klcc,3060000,4,3,Condominium,Built-up,3391,'Partly Furnished',cluster4
klcc,2337000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
klcc,4350000,3,3,'Serviced Residence',Built-up,1668,'Partly Furnished',cluster5
klcc,2400000,2,2,'Serviced Residence',Built-up,1195,'Fully Furnished',cluster1
klcc,3700000,3,3,'Serviced Residence',Built-up,1668,'Partly Furnished',cluster5
klcc,3200000,2,2,'Serviced Residence',Built-up,1076,'Fully Furnished',cluster1
klcc,4600000,4,4,'Serviced Residence',Built-up,2195,'Partly Furnished',cluster4
klcc,6800000,4,4,'Serviced Residence',Built-up,2195,'Fully Furnished',cluster4
klcc,5179400,4,3,'Serviced Residence',Built-up,1786,'Fully Furnished',cluster4
klcc,5048500,4,4,'Serviced Residence',Built-up,2195,'Partly Furnished',cluster4
'sungai besi',1088000,6,6,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster5
setapak,1600000,7,5,'Terrace/Link House','Land area',1600,Unknown,cluster5
'taman melawati',1200000,6,4,'Terrace/Link House','Land area',2660,Unknown,cluster5
setapak,1500000,5,3,'Semi-detached House','Land area',3200,'Fully Furnished',cluster5
setapak,800000,4,2,'Terrace/Link House','Land area',1750,'Fully Furnished',cluster2
setapak,1400000,5,5,'Terrace/Link House','Land area',1400,'Partly Furnished',cluster5
'wangsa maju',880000,3,3,'Terrace/Link House','Land area',2400,'Partly Furnished',cluster2
'taman melawati',880000,4,3,'Terrace/Link House','Land area',2660,Unknown,cluster5
setiawangsa,375000,3,2,Apartment,Built-up,1100,Unknown,cluster2
'desa petaling',395000,4,3,Condominium,'Land area',1280,'Partly Furnished',cluster2
cheras,668000,4,2,Condominium,Built-up,1383,'Partly Furnished',cluster2
'city centre',899000,4,3,Condominium,Built-up,1626,'Fully Furnished',cluster2
'city centre',720000,4,3,Condominium,Built-up,1323,'Fully Furnished',cluster2
'city centre',650000,3,2,Condominium,Built-up,1161,'Fully Furnished',cluster2
ampang,780560,1,1,'Serviced Residence',Built-up,887,'Partly Furnished',cluster1
'jalan klang lama (old klang road)',710000,3,2,Condominium,Built-up,992,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',547800,3,2,Condominium,Built-up,1215,'Partly Furnished',cluster2
'sri hartamas',4000000,5,6,Condominium,Built-up,5230,'Fully Furnished',cluster4
'sri hartamas',3700000,5,6,Condominium,Built-up,5696,'Fully Furnished',cluster4
kepong,980000,4,3,'Terrace/Link House','Land area',1694,Unfurnished,cluster5
seputeh,2200000,5,5,Condominium,Built-up,2900,'Fully Furnished',cluster4
cheras,1480000,4,4,Bungalow,Built-up,3500,Unfurnished,cluster5
'jalan sultan ismail',500000,1,1,'Serviced Residence',Built-up,500,'Fully Furnished',cluster1
'bukit jalil',545000,3,3,Condominium,Built-up,1003,'Partly Furnished',cluster2
'bukit jalil',550000,3,3,Condominium,Built-up,1003,'Partly Furnished',cluster2
'bukit jalil',568000,3,3,Condominium,Built-up,1003,Unfurnished,cluster2
setapak,300000,3,2,Condominium,Built-up,800,Unfurnished,cluster2
klcc,1600000,2,2,'Serviced Residence',Built-up,1356,'Partly Furnished',cluster1
'sungai besi',2900000,5,5,'Terrace/Link House','Land area',4300,Unfurnished,cluster4
'bukit bintang',1100000,2,1,'Serviced Residence',Built-up,898,'Fully Furnished',cluster1
'mont kiara',2600000,5,5,Condominium,Built-up,3477,'Partly Furnished',cluster4
bangsar,3800000,6,4,Bungalow,'Land area',5700,'Partly Furnished',cluster4
bangsar,8500000,7,6,Bungalow,'Land area',12000,'Partly Furnished',cluster3
'city centre',565000,1,1,'Serviced Residence',Built-up,490,'Fully Furnished',cluster1
kepong,430000,3,2,Condominium,Built-up,1150,Unknown,cluster2
'damansara heights',6790000,6,8,Bungalow,'Land area',8000,Unfurnished,cluster6
'bukit jalil',623000,3,2,Condominium,'Land area',1232,Unfurnished,cluster2
kepong,2650000,5,3,'Semi-detached House','Land area',3375,Unknown,cluster5
segambut,2830000,6,5,'Semi-detached House',Built-up,3600,Unknown,cluster4
'desa parkcity',2480000,6,4,'Terrace/Link House','Land area',2200,'Partly Furnished',cluster5
'sri hartamas',2550000,5,5,'Serviced Residence',Built-up,3400,'Fully Furnished',cluster4
kepong,850000,5,3,'Terrace/Link House','Land area',1870,'Partly Furnished',cluster5
klcc,1130000,1,1,Condominium,Built-up,630,'Fully Furnished',cluster1
klcc,1130000,1,1,Condominium,Built-up,630,'Fully Furnished',cluster1
klcc,1807800,3,3,Condominium,Built-up,1232,'Fully Furnished',cluster2
klcc,1355000,2,2,Condominium,Built-up,871,'Fully Furnished',cluster1
klcc,1808000,3,3,Condominium,Built-up,1232,'Fully Furnished',cluster2
klcc,2210000,4,3,Condominium,Built-up,1535,'Fully Furnished',cluster5
klcc,1000960,1,1,Condominium,Built-up,751,'Fully Furnished',cluster1
klcc,980443,1,1,Condominium,Built-up,657,'Fully Furnished',cluster1
klcc,4025250,3,3,'Serviced Residence',Built-up,1789,Unfurnished,cluster5
klcc,4000000,4,5,Condominium,Built-up,3285,'Partly Furnished',cluster4
klcc,4200000,3,2,Condominium,Built-up,1399,'Partly Furnished',cluster5
ampang,3800000,8,7,Bungalow,'Land area',8500,'Partly Furnished',cluster6
klcc,2000000,4,2,'Serviced Residence',Built-up,1755,'Partly Furnished',cluster5
'pandan perdana',2990000,6,6,'Semi-detached House','Land area',5070,'Partly Furnished',cluster4
klcc,6210600,5,5,Condominium,Built-up,5646,'Partly Furnished',cluster6
setapak,365000,1,1,'Serviced Residence','Land area',521,'Partly Furnished',cluster1
setiawangsa,940000,4,3,'Terrace/Link House','Land area',1650,'Fully Furnished',cluster2
kepong,1999999,7,7,'Terrace/Link House','Land area',3300,'Partly Furnished',cluster4
cheras,850000,4,3,'Terrace/Link House','Land area',1650,Unknown,cluster2
cheras,638000,4,3,'Terrace/Link House','Land area',1300,'Partly Furnished',cluster2
kepong,750000,3,2,'Terrace/Link House','Land area',1430,'Partly Furnished',cluster2
cheras,588000,4,3,'Terrace/Link House',Built-up,1700,'Partly Furnished',cluster2
cheras,480000,3,2,Apartment,Built-up,1450,'Partly Furnished',cluster2
'mont kiara',1200000,4,3,'Serviced Residence',Built-up,1700,'Fully Furnished',cluster5
bangsar,1100000,2,2,Condominium,Built-up,1200,'Partly Furnished',cluster1
'sri hartamas',4500000,6,6,Bungalow,Built-up,5700,'Partly Furnished',cluster6
setapak,900000,3,3,Condominium,Built-up,1441,Unfurnished,cluster2
setapak,950000,3,3,Condominium,Built-up,1477,'Partly Furnished',cluster2
klcc,4600000,5,5,Condominium,Built-up,3285,'Partly Furnished',cluster4
kepong,670000,4,2,'Terrace/Link House','Land area',1560,'Partly Furnished',cluster2
bangsar,10000000,7,7,Bungalow,'Land area',9000,'Partly Furnished',cluster3
'bukit jalil',750000,3,2,Condominium,Built-up,1212,'Fully Furnished',cluster2
'mont kiara',1000000,5,3,Condominium,Built-up,1828,'Partly Furnished',cluster5
'mont kiara',1650000,5,4,Condominium,Built-up,2648,'Partly Furnished',cluster5
'city centre',2000000,4,3,Condominium,Built-up,2734,'Fully Furnished',cluster5
'bukit jalil',700000,4,2,Condominium,Built-up,1328,'Fully Furnished',cluster2
bangsar,8000000,5,5,Bungalow,'Land area',12000,'Partly Furnished',cluster3
pantai,3800000,5,5,Bungalow,'Land area',8027,'Partly Furnished',cluster6
cheras,700000,4,3,'Serviced Residence',Built-up,979,'Fully Furnished',cluster2
klcc,1270000,2,2,'Serviced Residence',Built-up,1050,'Fully Furnished',cluster1
'kl sentral',1200000,2,2,Condominium,Built-up,1119,'Fully Furnished',cluster1
'kl sentral',2000000,2,3,'Serviced Residence',Built-up,1399,'Fully Furnished',cluster1
'kl sentral',1550000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',2600000,3,5,'Serviced Residence',Built-up,1787,'Fully Furnished',cluster5
'kl sentral',1790000,2,2,'Serviced Residence',Built-up,1259,'Partly Furnished',cluster1
'kl sentral',1990000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',2500000,3,5,'Serviced Residence',Built-up,1787,'Partly Furnished',cluster5
'kl sentral',1510000,1,2,'Serviced Residence',Built-up,1119,'Fully Furnished',cluster1
'kl sentral',1460000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',2150000,3,3,'Serviced Residence',Built-up,1625,'Partly Furnished',cluster5
'kl sentral',2000000,2,3,'Serviced Residence',Built-up,1485,'Partly Furnished',cluster1
'kl sentral',2250000,5,5,Condominium,Built-up,2961,'Fully Furnished',cluster4
'kl sentral',898000,2,1,Condominium,Built-up,898,'Partly Furnished',cluster1
'kl sentral',2100000,5,4,Condominium,Built-up,2886,'Fully Furnished',cluster5
'kl sentral',1470000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',2100000,5,5,Condominium,Built-up,2818,'Fully Furnished',cluster5
'kl sentral',1490000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1800000,2,3,'Serviced Residence',Built-up,1464,'Partly Furnished',cluster1
'kl sentral',1450000,3,3,Condominium,Built-up,1459,'Fully Furnished',cluster2
'kl sentral',1950000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',1450000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1100000,2,1,Condominium,Built-up,913,'Fully Furnished',cluster1
'kl sentral',1200000,3,3,Condominium,Built-up,1432,'Fully Furnished',cluster2
'kl sentral',1490000,3,3,Condominium,Built-up,1441,'Fully Furnished',cluster2
'kl sentral',2100000,5,4,Condominium,Built-up,2886,'Partly Furnished',cluster5
'kl sentral',1543000,3,3,Condominium,Built-up,1543,'Fully Furnished',cluster2
'kl sentral',1450000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
'kl sentral',1500000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1400000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
setapak,410000,2,2,'Serviced Residence',Built-up,900,Unknown,cluster1
'kl sentral',1700000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1250000,3,3,Condominium,Built-up,1432,'Fully Furnished',cluster2
'kl sentral',1490000,3,3,Condominium,Built-up,1459,'Fully Furnished',cluster2
'kl sentral',1390000,3,3,Condominium,Built-up,1441,'Fully Furnished',cluster2
'kl sentral',1300000,3,3,Condominium,Built-up,1432,'Fully Furnished',cluster2
'kl sentral',6000000,5,5,'Serviced Residence',Built-up,4058,'Partly Furnished',cluster4
'kl sentral',1450000,3,3,Condominium,Built-up,1432,'Fully Furnished',cluster2
'kl sentral',1430000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1430000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',2200000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',2050000,2,3,'Serviced Residence',Built-up,1464,'Fully Furnished',cluster1
'kl sentral',1630000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',2230000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',2500000,3,5,'Serviced Residence',Built-up,1787,'Partly Furnished',cluster5
'kl sentral',1580000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1190000,3,3,Condominium,Built-up,1432,'Fully Furnished',cluster2
'kl sentral',2190000,3,3,'Serviced Residence',Built-up,1625,'Fully Furnished',cluster5
'kl sentral',2150000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',1640000,2,2,'Serviced Residence',Built-up,1259,'Fully Furnished',cluster1
'kl sentral',1780000,2,2,'Serviced Residence',Built-up,1259,'Fully Furnished',cluster1
'kl sentral',1500000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1600000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
'kl sentral',2200000,5,4,Condominium,Built-up,2886,'Fully Furnished',cluster5
'kl sentral',1190000,2,1,Condominium,Built-up,913,'Fully Furnished',cluster1
'kl sentral',1460000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1700000,3,3,Condominium,Built-up,1544,'Fully Furnished',cluster2
'kl sentral',2800000,3,5,'Serviced Residence',Built-up,1787,'Partly Furnished',cluster5
'kl sentral',2170000,2,3,'Serviced Residence',Built-up,1485,'Partly Furnished',cluster1
'kl sentral',1450000,3,3,Condominium,Built-up,1441,'Fully Furnished',cluster2
'kl sentral',1550000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1600000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1600000,3,3,Condominium,Built-up,1459,'Fully Furnished',cluster2
'kl sentral',2000000,2,3,'Serviced Residence',Built-up,1485,'Partly Furnished',cluster1
'kl sentral',5130000,5,5,'Serviced Residence',Built-up,3143,'Fully Furnished',cluster4
'kl sentral',4460000,5,5,'Serviced Residence',Built-up,3143,'Partly Furnished',cluster4
'kl sentral',5130000,5,5,'Serviced Residence',Built-up,3143,'Fully Furnished',cluster4
'kl sentral',1090000,2,1,Condominium,Built-up,913,'Fully Furnished',cluster1
'kl sentral',1580000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1520000,2,1,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1490000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1200000,2,1,Condominium,Built-up,898,'Fully Furnished',cluster1
'kl sentral',4460000,5,5,'Serviced Residence',Built-up,3143,'Partly Furnished',cluster4
'kl sentral',1750000,3,3,Condominium,Built-up,1544,'Fully Furnished',cluster2
'kl sentral',1250000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1530000,2,2,'Serviced Residence',Built-up,1087,'Partly Furnished',cluster1
'kl sentral',1300000,2,2,Condominium,Built-up,1119,'Fully Furnished',cluster1
'kl sentral',1700000,2,3,'Serviced Residence',Built-up,1485,'Fully Furnished',cluster1
'kl sentral',2600000,3,5,'Serviced Residence',Built-up,1787,'Fully Furnished',cluster5
'kl sentral',980000,2,1,Condominium,Built-up,913,'Fully Furnished',cluster1
'kl sentral',2500000,5,5,Condominium,Built-up,2818,'Fully Furnished',cluster4
'kl sentral',1500000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',5050000,5,5,'Serviced Residence',Built-up,2982,'Fully Furnished',cluster4
'kl sentral',4390000,5,5,'Serviced Residence',Built-up,2982,'Partly Furnished',cluster4
'kl sentral',5050000,5,5,'Serviced Residence',Built-up,2982,'Fully Furnished',cluster4
'kl sentral',4390000,5,5,'Serviced Residence',Built-up,2982,'Partly Furnished',cluster4
'kl sentral',2110000,2,3,'Serviced Residence',Built-up,1625,'Fully Furnished',cluster1
'kl sentral',2440000,2,3,'Serviced Residence',Built-up,1625,'Fully Furnished',cluster1
'kl sentral',1570000,2,3,'Serviced Residence',Built-up,1399,'Fully Furnished',cluster1
'kl sentral',1550000,2,2,'Serviced Residence',Built-up,1087,'Fully Furnished',cluster1
'kl sentral',1400000,3,3,Condominium,Built-up,1441,'Fully Furnished',cluster2
'kl sentral',1584000,3,3,Condominium,Built-up,1584,'Fully Furnished',cluster2
'kl sentral',1500000,3,3,Condominium,Built-up,1584,'Partly Furnished',cluster2
setapak,370000,2,2,'Serviced Residence',Built-up,856,'Partly Furnished',cluster1
'kl sentral',1150000,2,1,Condominium,Built-up,898,'Fully Furnished',cluster1
'kl sentral',1250000,2,2,Condominium,Built-up,1119,'Fully Furnished',cluster1
'kl sentral',2080000,2,4,'Serviced Residence',Built-up,1485,'Partly Furnished',cluster5
'kl sentral',2670000,3,4,'Serviced Residence',Built-up,2227,'Partly Furnished',cluster5
'kl sentral',1200000,2,1,Condominium,Built-up,1135,'Fully Furnished',cluster1
cheras,490000,3,2,Condominium,Built-up,1050,Unknown,cluster2
dutamas,618000,1,1,'Serviced Residence',Built-up,672,'Fully Furnished',cluster1
cheras,498000,3,2,Condominium,Built-up,1050,Unfurnished,cluster2
klcc,3600000,4,5,'Serviced Residence',Built-up,3897,'Partly Furnished',cluster4
klcc,2400000,2,2,'Serviced Residence',Built-up,1006,'Fully Furnished',cluster1
klcc,1470000,3,3,Condominium,Built-up,1551,'Fully Furnished',cluster2
'taman tun dr ismail',950000,3,2,'Serviced Residence',Built-up,1146,'Partly Furnished',cluster2
klcc,1750000,3,3,Condominium,Built-up,1232,'Partly Furnished',cluster2
'mont kiara',1650000,4,3,Condominium,Built-up,2020,'Partly Furnished',cluster5
'mont kiara',760000,3,2,Condominium,Built-up,1690,'Partly Furnished',cluster2
setapak,368000,3,2,'Serviced Residence',Built-up,807,Unknown,cluster2
segambut,3300000,7,7,Bungalow,'Land area',4514,Unfurnished,cluster4
ampang,348000,2,1,'Terrace/Link House','Land area',700,Unknown,cluster1
cheras,780000,4,3,Condominium,Built-up,1700,'Partly Furnished',cluster2
cheras,648000,4,2,Condominium,Built-up,1450,'Partly Furnished',cluster2
'sungai besi',638000,3,2,Condominium,Built-up,1152,Unknown,cluster2
cheras,350000,1,1,'Serviced Residence',Built-up,610,'Fully Furnished',cluster1
cheras,1750000,5,7,'Semi-detached House','Land area',4000,Unknown,cluster4
cheras,650000,3,2,Condominium,Built-up,1108,'Partly Furnished',cluster2
'sungai besi',375000,2,2,'Serviced Residence',Built-up,650,'Partly Furnished',cluster1
'kuchai lama',490000,3,2,'Serviced Residence',Built-up,935,'Partly Furnished',cluster2
bangsar,1400000,2,2,'Serviced Residence',Built-up,980,'Fully Furnished',cluster1
'jalan kuching',400000,3,2,Apartment,Built-up,1200,Unknown,cluster2
'bukit jalil',940000,4,2,Condominium,Built-up,1300,Unknown,cluster2
cheras,830000,5,3,'Terrace/Link House','Land area',1870,Unknown,cluster5
seputeh,6500000,6,6,Bungalow,Built-up,6038,Unknown,cluster6
cheras,600000,4,3,'Terrace/Link House','Land area',1300,Unknown,cluster2
setapak,400000,4,2,Condominium,Built-up,950,Unfurnished,cluster2
'sri petaling',455000,3,2,Condominium,Built-up,1386,'Fully Furnished',cluster2
bangsar,880000,3,2,Condominium,Built-up,1590,'Fully Furnished',cluster2
'bandar menjalara',400000,3,2,Apartment,Built-up,998,'Partly Furnished',cluster2
'bukit jalil',300000,2,2,Apartment,Built-up,735,'Partly Furnished',cluster1
kepong,680000,4,3,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster2
'jalan ipoh',595000,3,2,Condominium,Built-up,1037,Unfurnished,cluster2
dutamas,800000,3,3,Condominium,Built-up,1614,'Partly Furnished',cluster2
'mont kiara',3200000,5,5,Condominium,Built-up,3667,'Fully Furnished',cluster4
'ampang hilir',680000,3,2,Condominium,Built-up,1300,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',350000,3,2,Condominium,Built-up,930,Unfurnished,cluster2
'bandar menjalara',560000,3,2,'Terrace/Link House',Built-up,1200,'Partly Furnished',cluster2
'jalan sultan ismail',445500,1,1,'Serviced Residence','Land area',590,Unfurnished,cluster1
cheras,477000,3,2,'Serviced Residence','Land area',1130,'Partly Furnished',cluster2
dutamas,1178450,3,2,Condominium,'Land area',1160,Unfurnished,cluster2
'taman tun dr ismail',1050000,3,2,'Terrace/Link House','Land area',1920,'Partly Furnished',cluster2
'kuchai lama',235000,3,2,Flat,Built-up,800,Unknown,cluster2
sentul,414600,3,2,'Serviced Residence',Built-up,850,Unfurnished,cluster2
'sunway spk',1350000,4,4,Townhouse,'Land area',2262,Unknown,cluster5
'sri petaling',362000,3,2,Condominium,Built-up,1200,'Fully Furnished',cluster2
'bukit jalil',1800000,7,7,'Terrace/Link House','Land area',1840,Unfurnished,cluster4
'bukit jalil',1080000,5,4,Condominium,Built-up,1772,'Partly Furnished',cluster5
cheras,378000,3,2,Condominium,Built-up,960,'Partly Furnished',cluster2
bangsar,1950000,5,5,Condominium,Built-up,3100,'Fully Furnished',cluster4
ampang,358000,3,1,Townhouse,Built-up,770,'Partly Furnished',cluster2
cheras,1128000,4,3,Condominium,Built-up,1636,'Partly Furnished',cluster5
'desa petaling',320000,3,2,Condominium,Built-up,956,Unfurnished,cluster2
cheras,385000,3,2,Condominium,Built-up,928,Unfurnished,cluster2
'mont kiara',1530000,4,3,Condominium,Built-up,1909,'Fully Furnished',cluster5
'mont kiara',1830000,5,6,Condominium,Built-up,2495,'Fully Furnished',cluster5
'mont kiara',1550000,4,3,Condominium,Built-up,1891,'Fully Furnished',cluster5
'mont kiara',2700000,5,4,Condominium,Built-up,3500,'Fully Furnished',cluster4
'mont kiara',2300000,5,6,Condominium,Built-up,3400,'Fully Furnished',cluster4
cheras,1350000,5,3,'Terrace/Link House','Land area',4431,'Partly Furnished',cluster5
'desa parkcity',1870000,4,4,'Terrace/Link House','Land area',1500,'Partly Furnished',cluster5
'mont kiara',950000,3,2,Condominium,Built-up,1280,'Fully Furnished',cluster2
cheras,1035000,5,4,'Terrace/Link House','Land area',1540,'Partly Furnished',cluster5
cheras,1115000,5,4,'Terrace/Link House','Land area',990,Unfurnished,cluster5
'mont kiara',680000,2,2,Condominium,Built-up,1048,'Fully Furnished',cluster1
'mont kiara',890000,3,2,Condominium,Built-up,1280,'Fully Furnished',cluster2
'mont kiara',780000,3,2,Condominium,Built-up,1280,'Fully Furnished',cluster2
cheras,866000,4,3,'Terrace/Link House','Land area',3850,Unfurnished,cluster5
'damansara heights',1748000,1,1,'Serviced Residence',Built-up,904,Unknown,cluster1
'damansara heights',4778000,4,5,'Serviced Residence',Built-up,2982,'Partly Furnished',cluster4
'damansara heights',2934000,4,4,'Serviced Residence',Built-up,1862,'Partly Furnished',cluster5
'damansara heights',3112000,4,4,'Serviced Residence',Built-up,1851,'Partly Furnished',cluster5
'damansara heights',2923000,4,3,'Serviced Residence',Built-up,1765,'Partly Furnished',cluster5
'damansara heights',2601000,3,2,'Serviced Residence',Built-up,1668,'Partly Furnished',cluster2
'damansara heights',1940000,2,2,'Serviced Residence',Built-up,1184,'Partly Furnished',cluster1
'damansara heights',2022000,2,2,'Serviced Residence',Built-up,1163,'Partly Furnished',cluster1
'damansara heights',1940000,2,1,'Serviced Residence',Built-up,1184,Unknown,cluster1
'damansara heights',1940000,2,1,'Serviced Residence',Built-up,1184,Unknown,cluster1
cheras,588000,7,5,'Terrace/Link House','Land area',1300,'Partly Furnished',cluster5
'mont kiara',1650000,3,3,Condominium,Built-up,2201,'Partly Furnished',cluster5
'mont kiara',2700000,4,4,Condominium,Built-up,2609,'Fully Furnished',cluster5
kepong,499000,3,2,Condominium,'Land area',1150,'Partly Furnished',cluster2
'mont kiara',2700000,4,5,Condominium,Built-up,2691,'Fully Furnished',cluster4
'sungai besi',328000,3,2,Apartment,Built-up,1034,Unfurnished,cluster2
cheras,750000,3,2,Condominium,Built-up,1400,Unfurnished,cluster2
kepong,910000,4,3,'Terrace/Link House','Land area',1760,'Partly Furnished',cluster5
'mont kiara',1500000,4,4,Condominium,Built-up,3200,'Partly Furnished',cluster5
'mont kiara',7500000,7,7,Bungalow,'Land area',6100,'Partly Furnished',cluster6
'mont kiara',4800000,7,5,'Semi-detached House',Built-up,4630,'Fully Furnished',cluster4
'mont kiara',1600000,4,4,Condominium,Built-up,3000,'Fully Furnished',cluster5
'mont kiara',4500000,7,5,'Semi-detached House','Land area',4263,'Partly Furnished',cluster4
'desa parkcity',1700000,3,3,'Terrace/Link House',Built-up,1900,'Fully Furnished',cluster5
'mont kiara',1400000,4,4,Condominium,Built-up,2003,'Fully Furnished',cluster5
'jalan klang lama (old klang road)',790000,3,2,'Serviced Residence',Built-up,907,'Partly Furnished',cluster2
bangsar,580000,2,1,Condominium,Built-up,710,'Partly Furnished',cluster1
setapak,550000,3,2,'Serviced Residence','Land area',1260,'Partly Furnished',cluster2
segambut,350000,3,2,Apartment,Built-up,916,Unknown,cluster2
'bukit bintang',735000,1,1,Condominium,'Land area',538,Unfurnished,cluster1
setapak,680000,2,3,'Serviced Residence',Built-up,1615,Unknown,cluster2
'bukit jalil',1000000,3,2,'Serviced Residence',Built-up,1216,Unfurnished,cluster2
'bukit jalil',3500000,6,6,'Semi-detached House','Land area',5000,'Partly Furnished',cluster4
'bukit jalil',1100000,3,2,'Serviced Residence',Built-up,1254,'Partly Furnished',cluster2
'bukit jalil',1100000,4,3,'Serviced Residence',Built-up,1301,'Partly Furnished',cluster2
klcc,1845000,1,1,'Serviced Residence',Built-up,678,'Fully Furnished',cluster1
cheras,1250000,6,3,'Terrace/Link House','Land area',3450,Unknown,cluster5
'bukit jalil',630000,3,2,Condominium,Built-up,1232,'Partly Furnished',cluster2
'jalan klang lama (old klang road)',380000,3,2,Condominium,Built-up,932,'Partly Furnished',cluster2
'bukit jalil',530000,3,2,Condominium,Built-up,1050,'Partly Furnished',cluster2
cheras,530000,4,3,'Terrace/Link House','Land area',1080,'Partly Furnished',cluster2
cheras,1100000,5,4,'Terrace/Link House','Land area',1650,'Partly Furnished',cluster5
'city centre',630000,5,4,Condominium,'Land area',1334,Unfurnished,cluster5
'mont kiara',1800000,5,5,Condominium,Built-up,2648,'Partly Furnished',cluster5
'bandar menjalara',388000,1,1,'Serviced Residence',Built-up,600,'Partly Furnished',cluster1
'bandar menjalara',850000,4,3,'Serviced Residence',Built-up,1510,'Partly Furnished',cluster2
